Source,Target,Time
GarbanzoGarage,thetnstar,1603694784000
brian_edwards63,arvella_05,1601169751000
mollydillon57,sfdirewolf,1603785095000
JETBallin,mike_pence,1601606186000
HunterofRacks,iwv,1602912283000
RMHannigan,michaelskolnik,1601237695000
lowetom65,realdonaldtrump,1602954485000
Sessal4,azcentral,1603769393000
Lobby_Loiterer,foxnews,1601436552000
Londonrose2020,michaelcohen212,1604092331000
MadelaineNels15,belmontuniv,1598205527000
RayPendergast01,oldhickory49,1604010636000
fireboy869unwa1,scvindy,1601607544000
greencar44,legacypolitics,1603160391000
xchristinalynnx,merlinspants07,1603829938000
cececville,zorcman,1603164380000
WillRodgersJr,vabvox,1604017288000
BikeandT,kagan156,1604017230000
LivnWLupus,grahamallen_1,1604372215000
nowbetter,,1604032850000
Calipede45,danscavino,1604304848000
CheetahPizzas,livewbeth,1601359837000
SCHNAUZERMOMIE,missshanababy,1601443828000
chiles_dc,jerseykidshow,1603747102000
pizzzza_time,joerogan,1600161648000
DeirdreJones54,ewllingtonphl,1601485523000
realDanBel,realdanbel,1604021284000
k_amyks,trumpwarroom,1603577918000
us888209,conservamomusa,1603894627000
marymorrtamu85,tamirbenkalifa,1604307905000
iche_me,sumoh7,1601144179000
ukiddinu,w7voa,1604301699000
medpagetoday,drbiden,1600368781000
eickyeicky,antonioarellano,1603844914000
geri_lopez08,joerogan,1600115378000
3JaysMomma,foxnews,1600351219000
Kiti642,realdonaldtrump,1600113907000
conservogirl,boknowsnews,1602955030000
BoriquaGoddess,drlimengyan1,1603679309000
Zmannn21,statespoll,1603934899000
ConscienceCit,patriotbee78,1601441723000
123puglet,realdonaldtrump,1600112939000
justthefactx,joebiden,1603835933000
AmandiOnAir,terrymcauliffe,1603907667000
RobertB52216885,conservamomusa,1603983432000
davidhuntie,countyofla,1603663747000
DudeRiley7,jorgensen4potus,1598063968000
JujunluluJudy,beckieavery4,1601132440000
unclemarv_,joerogan,1600134557000
NHale1776,realdonaldtrump,1600294828000
Candace183672,realdonaldtrump⁩,1598151760000
sherryhanna53,vp⁩,1603677936000
KIRWACSA1,timkennedymma,1600098090000
JKrew2,sumoh7,1601724049000
chardunbar2,petrsvab,1600396069000
ProgressNow_NC,,1598065200000
mrstrongarm,jamesokeefeiii,1603743077000
ConscienceCit,bradadavis1,1601441723000
Ms_Robinett,nypl,1603560693000
joehick58,juma2000,1604369882000
KPMueller,,1604295567000
mossback72,skyrider4538,1603913727000
shelez,perfectsliders,1598157192000
st7v7ns,,1603137837000
themadelineeliz,realdonaldtrump,1604029740000
am___king,sotsmerrill,1604087377000
GauldinDebora,,1600215112000
ecocontractors,allisonbailes,1600280089000
EvilBachus,ernestscheyder,1604357786000
WarRoom2020,warroom2020,1604101489000
KarlRobillard1,karlrobillard1,1603785197000
wspiv001,ourhumanfam,1604366793000
Blowe48,joebiden,1600216302000
KyivCassandra,momsdemand,1601427608000
LRBuckeye,joebiden,1596490773000
kierahattonsena,,1603074303000
DakotaTuff,kim4maga,1603730793000
PressHerald,thisdog,1600281436000
julie93263693,therealandrew_,1604363550000
PascoDems,,1601525828000
bin_rucker,cnn,1604328068000
221thetruthx707,jewhaditm,1604037620000
spokanetom,frequentbuyer1,1600399893000
ThomasJ57987234,joerogan,1600098032000
KenSumberlin,sripkulkarni,1596495114000
GlomaniBLopez,joebiden,1603762500000
amcarmela2,indyspanglish,1603563496000
Bonfiredesigns,realavnews,1600396109000
justlookingha,boknowsnews,1603151288000
soaprookie,digitaljournal,1602824858000
Tuttivero,cairnewyork,1601687905000
MisuzT,realdonaldtrump,1604116140000
mcleod,,1604347269000
Kika1369,warroompandemic,1603826985000
LorraineEvanoff,frankschicago,1604357766000
diypotus,,1596329818000
OccupyDemocrats,dhstokyo,1603676277000
Pedal2DMetals,realdonaldtrump,1596268714000
Gnewkirklytics,donaldjtrumpjr,1603744212000
Karl_E_B,realdonaldtrump,1600115206000
drknite22,warroompandemic,1600232783000
KBrew4,nytimes,1601373437000
gbehr1,theleoterrell,1603853519000
bokeprinbmore,w7voa,1604301396000
kronos3323,warroompandemic,1604087634000
Theo1001,ktnv,1596431562000
PoliticalRaces,,1601644962000
alexgulotta,qasimrashid,1598210211000
kj8217,sammig0203,1603005759000
DakotaTuff,joebiden,1603691503000
Phone2Action,glblctzn,1603151632000
ConservaBelle,chefjoseandres,1604322542000
Tmull423,danscavino,1604307494000
SteveGuidetti,,1603761364000
DakotaTuff,farmersamsung,1603730793000
notjustmylife,greenfieldiowa,1603868525000
marybnall01,realdonaldtrump,1604105363000
Ginutsa1,realdonaldtrump,1601672262000
econhardship,raysuareznews,1603743528000
sdv92,farright1_2,1603160249000
KostiukLeah,skyrider4538,1601655307000
Ales_Ya,potus,1601496997000
k_amyks,laurakay70,1603577918000
commongroundcom,lisabrochester,1600209781000
MatthewNordin,,1603147200000
tafl56,theleoterrell,1604101383000
Aikens_Josh,mattrooneynj,1604376445000
ALCCobras,,1604366882000
ReneVogelJr,joebiden,1600113252000
nancyhighlands4,ajenglish,1604371251000
WhitneysTruLove,hillaryclinton,1603748106000
boxersforlife,facebook,1604296792000
VeroBalderasI,realdonaldtrump,1603976778000
Newell3Ethan,realdonaldtrump,1600153031000
ShannonNJake1,joerogan,1600060181000
SautaNan,fox13,1604000282000
MrsKinder,subschneider,1603587736000
tslanning,joebiden,1604355292000
thebitchuation,,1601754060000
Casinocoder,genflynn,1601417171000
MichaelBland54,justsayin_2054,1603140190000
freep,freep,1603569601000
DuncanUrbom,joebiden,1600106733000
Teddy73560510,realdonaldtrump,1603590947000
coppingsundays2,realdonaldtrump,1600101501000
BreathLizzerd,realdonaldtrump,1600065194000
onesmallredhead,realdonaldtrump,1600119396000
VippusaO,,1601487921000
WakeUpKnut,joebiden,1600105041000
rdjstark_stark,petekent01,1602920863000
lisachahn,govsisolak,1601564770000
Vickycode1,,1604349624000
glassman1930,realdonaldtrump,1600151041000
FeatheryIceCrys,michaelcohen212,1604084213000
WeaponsofMassD,realdonaldtrump,1603580457000
kronos3323,apreate,1604087634000
rustyandsue,jeremyherb,1596783249000
frodri_023,senthomtillis,1604096982000
hightide172,realdonaldtrump,1600296067000
SweetMothersBu1,,1604350681000
Maldo_Riv,jorgensen4potus,1596310470000
flanagan_93,joebiden,1600079226000
Lancia4Congress,icloud,1601680745000
Bob_Stinson1234,mimitexasangel,1599968748000
countryboy28,warroompandemic,1603679444000
ukiddinu,drnealhouston,1603532118000
zeusFanHouse,realdonaldtrump's,1604355088000
SHOPWHATUWANT2,realdonaldtrump,1604101135000
kmgriswold1,icivics,1603980519000
McQHoya81,dr_mike_stevens,1602867341000
vjohnson4senate,,1603564068000
JmJohnny64,proxcee,1604301296000
BranceThrasher,truthandtrustfl,1599934178000
drjeffmbaxter,mike_pence,1602917070000
RedwineSueinFL,ericbolling,1602981653000
GlomaniBLopez,paaaaaaaaab,1603762500000
LRBuckeye,realdonaldtrump,1596490773000
bryanmccomas69,warroompandemic,1604083737000
Mary_Js_ART,,1604361098000
Saba_JT,ap_politics,1596664220000
Forbespaula,matthew91978,1603776975000
DSMinister,freepsports,1603031355000
michael_cornyn,ilovemauialso,1596499438000
KQEDForum,jayrosen_nyu,1600372860000
Trendstone100,nypost,1600145983000
Donald_JSr,georgesoros,1600370819000
KarenAm37109806,joshdcaplan,1602923669000
PositivityW,_illuminatives,1603872974000
RudraBhawani,washingtonpost,1604045755000
LMBTrump2020,realtrumpforce,1604338559000
DaBigDAWG10,joebiden,1600138914000
virtualintandem,qu33nlion3ss,1600166144000
DakotaTuff,dakotatuff,1603730793000
stayblessed54,aprildryan,1601643619000
Madd_Serv,alyankovic,1601705879000
realJoeGuzman,nassaunygop,1603859624000
naazneenbarma,smotus,1603836047000
DeplorableDeDe,terrestrialtwit,1598129377000
monica_sassy,wahlumpai744,1603769550000
nyinvesting,,1603150007000
cowboysfanms1,tony_dorsett,1602957660000
claudin10106476,danscavino,1604330814000
PariahRocks,,1603681388000
fresnometrobcc,fresnometrobcc,1603944892000
StocksNJocks,,1601565007000
titatheorigina1,realdonaldtrump,1601511024000
JoeFMartin1,realdonaldtrump,1603670609000
Sundncefn,ouchinagirl,1603123455000
TexanAlliKat,pasreport,1603673355000
bobsmietana,bmaboston7,1604098666000
KsKM3,votolatino,1600026424000
custom_baseball,,1603551601000
notjustmylife,amyklobuchar,1603868525000
everewarr,joebiden,1600184937000
PaulaDaly14,realdonaldtrump,1604108809000
DeeLT,jeremybmerrill,1603843773000
Seanpaul19801,timkennedymma,1600056060000
didikins4life,sumoh7,1601592698000
mattr2509,victoensing,1600355485000
CheetahPizzas,lawrence,1603809127000
ozxbaby,hellmart,1601584167000
jdennisfootball,realdonaldtrump,1600121449000
MN2APatriot357,statespoll,1603992629000
AmeliaCeja,barbaraboxer,1601668575000
NOHATER25130901,texasgop,1602903800000
Yusimite777,protectourcare,1600122736000
psbaloans4u,timkennedymma,1600116349000
Kansas4Pete,fladems,1603575814000
eight4878,csdoctorsister,1603574242000
ScottMcGrew,ad_analytics,1600117930000
ciesaro,scottbaio,1604006820000
AppSame,gr8tjude_08,1601440577000
IceShelvesAndAC,,1602897683000
kronos3323,billoreilly,1604018503000
Ales_Ya,frequentbuyer1,1601496997000
NeceHorn,perfectsliders,1600136313000
CleanEnergyBiz,natlhydroassoc,1603828879000
denise26105,victoensing,1600385138000
ConservaBelle,hallyuwebsite,1604322542000
jdacorsi,joerogan,1600118946000
cat17534,warroompandemic,1604085407000
JmJohnny64,akazo,1604301296000
RPCoalition,bettymagness1,1601670364000
jamesbinman,joerogan,1600235737000
HamiltonLisaM,,1604108309000
JBW227,cbs_herridge,1602965677000
GUPolitics,futureedgu's,1604344446000
SlemPike1,joebiden's,1600131980000
LuvGodFamUSA,judicialwatch,1598074570000
Starbright489,votevets,1600230706000
frizzledbeef,realdonaldtrump,1603583202000
GaryForPrez2020,drnealhouston,1602977028000
AlyssaSolazzo,lydiamagyar,1601457083000
Theo1001,govsisolak,1596431562000
GaryCuzz,roththereporter,1604066337000
PittsTracy,danscavino,1604116701000
CoryAChapman1,jocoelection,1603984197000
YarosisNancy,exposingalec,1601321300000
ShawnSaintRants,joebiden,1601493901000
andreacatlvr,amymcgrathky,1601104750000
DCAYA,dcaction4kids,1601508161000
celticcharm1121,doyouevenlif,1604376725000
aeg0717,realdonaldtrump,1603675979000
rcurtis808,awaqe2020,1596507520000
TxPauly,cognitivediss00,1604295905000
WayneGoodwinNC,ncdemparty,1596754563000
eoalejandro,familyfeudabc,1601447100000
LiseTierney,johnkasich,1604301830000
dominosmom1123,mercedesschlapp,1603584238000
MsKimm_Texas,lwvtexas,1601601083000
joehick58,merdemill,1604369882000
russellsmom40,vp,1602956886000
rustyhead2,warroompandemic,1601346020000
BlozikJohn,kwelkernbc,1603120509000
Jonatha57296037,jorgensen4potus,1600233265000
_prince_6,jorgensen4potus,1596275414000
TerryDullum,,1603675747000
Jake4Liberty_v2,jake4liberty_v2,1603868097000
DeniWolff,joebiden,1604087758000
Sundncefn,realdonaldtrump,1603123455000
CaroleShel,demswork4usa,1601319358000
DarlaysJames,joebiden,1604367265000
LoriRRR,joebiden,1600149187000
