Source,Target,Time
LegendaryMKC,george_clinton,1604345835000
MassNurses,,1598127037000
Frankhe1,IWV,1602921166000
DBtv,mpondfield,1602964510000
Jilliandance,jenniferclmn,1596436018000
SportsPrincess,DNCWarRoom,1603753952000
wholevsterm,,1604091013000
AshleyResistNC,BlackCatUnloads,1603851575000
RobbinMilne,808constituent,1604103207000
ChefLFlynn,,1603129505000
kat_boon,JordanSekulow,1604308470000
custom_baseball,,1603551601000
GoatVsFish,,1603625589000
truthjusticehph,plural_vote,1599938716000
bokeprinbmore,W7VOA,1604301396000
azredsoxfan65,SuMoh7,1601329939000
Langer2005,NikkiHaley,1603985624000
melody_mcgowan,77WABCradio,1596660072000
GregPugh20,VicToensing,1600353101000
barbara_crafts,VicToensing,1596302995000
AS_Twitty,ddale8,1604358959000
awschelling,ConStelz,1601525648000
mshaleythom,,1603164872000
Fahima90,ProfJeffries,1604114492000
Bill19300155,AP_Politics,1596654901000
NINA202000,TrumperSeaney,1601440486000
aaronmyers,,1602825881000
jacob_kingsford,TimKennedyMMA,1600196232000
DotEmery,RitaCosby,1604320755000
USA4DJT,RichardGrenell,1604340341000
thescrewreview,,1601594700000
NKassheimer,adjunctprofesor,1596434349000
SteveGuidetti,,1596742565000
RaughtDenise,Vets4Biden,1603149449000
laborradionet,,1604365234000
gsaleguy,TimKennedyMMA,1600155757000
stealthebasis,,1601428212000
DJTMentionsBot,W7VOA,1603606135000
ilovetrump93,WonderWoman2KAG,1603682042000
Adaria___,PeterHermann,1603566608000
RealMaryz,,1604368402000
AnnTKAG2020,ConservaMomUSA,1604031712000
billlawr,GordonGChang,1604351510000
CaCindy3,JudicialWatch,1596512151000
MME_SCOTTSDALE,THEMMEXCHANGE,1601753550000
zeusFanHouse,Nick_Clamorgan,1604338779000
ThePenExaminer,TheYoungTurks,1602848210000
BrileyWright9,TimKennedyMMA,1600099355000
JkendleTDR,,1604357133000
CarrollForME,FHQ,1602990931000
sabrinamdlln,ShutterstockNow,1604372490000
god4usa,Tombx7M,1603703609000
IvanEspinozaESQ,,1601448298000
Honest_Alway,MissILmom,1604344872000
raymondafoss,Patrykia,1603119671000
jxjacobsen,TheRealAndrew_,1603943499000
Dusty_R17,cognitivediss00,1603536064000
snowstormyou,SuMoh7,1598126126000
WhatTheFukBitch,TimKennedyMMA,1600152137000
MartiLHanson,Reuters,1603824680000
avgusergirl,FaceTheNation,1597993669000
kierahattonsena,,1603074303000
jeezyjeezy1,w_terrence,1604377521000
PatriotsUSA4U,SKYRIDER4538,1600321121000
FHick66,SillsCraig,1603931409000
KearnsIlana,,1604105213000
marcia_deVivre,pinkk9lover,1604087780000
tradecruz,,1601445880000
sherryhanna53,JewishVoice,1603677936000
MarlenaTV,,1604378030000
CTLatinonews,,1601598823000
GauldinDebora,,1600215112000
jeff6182,DanScavino,1604339558000
RoseGardenNEWS,JoeConchaTV,1596477501000
nhssabine,miles_commodore,1603829165000
CSimMil,WillSmithNH,1603930531000
jmarren0112,JCBua,1596261572000
rashawnstrife,,1603930753000
strawberry407,JordanSekulow,1604305623000
ThadBehrens,ErnestScheyder,1604363253000
carsonsbigdaddy,TimKennedyMMA,1600238476000
AireLes,mckra1g,1596481457000
wolfbynight,AntonioArellano,1603903573000
EarthMother60,funder,1601446937000
VilleneuveAlain,,1604104359000
BikingBluesman,SaraCarterDC,1604357350000
am___king,SOTSMerrill,1604087377000
kwrabs,,1604347756000
AboutMoneyRadio,,1604095331000
Aikens_Josh,SaveJersey,1603935731000
allthebestword1,,1602976550000
Cecil3695Cecil,dahboo7,1604313036000
SweetMothersBu1,,1604350681000
nancyhomeseller,SKYRIDER4538,1604338052000
beverlyNOTMYPRE,RealDLHughley,1601173742000
khenry657,TrumperSeaney,1603668554000
andlux,jeffreymerchant,1600213752000
karenr01932165,WillSmithNH,1603923964000
francine_foss,MikeMannucci13,1604348292000
nypl,,1603056760000
TheShanaEast,,1603912038000
RodneySherman5,DanScavino,1604020042000
OaklandVoices,Oaklandside,1604036556000
JaredAllebest,,1601446549000
cseff_53,TimKennedyMMA,1600130122000
espinoc5540,DanScavino,1604345531000
Sessal4,azcentral,1603769393000
MatthewLasko,,1604087653000
RP2012dave,JamesMclynas,1596603967000
baugustyniak3,TexasGOP,1602872923000
InvestingHomies,,1603519178000
DaGrayArea1,,1604343545000
annepaezNOLA,WarRoomPandemic,1603651055000
blew_bonnie,VicToensing,1600204126000
Zombieshoot,RealJamesWoods,1596748883000
BertelsmannFdn,,1603840193000
nutmeg62,SilverAdie,1603801287000
milkissweet,ColumbiaBugle,1603574062000
CareyGrandma,DrMartyFox,1596476604000
WowShane,,1604352610000
KidCappy,Chris_Mischler,1596841888000
Breluci1,SaraCarterDC,1604347187000
Adamsturdi,JohnKasich,1604308217000
JulieCo69684444,TimKennedyMMA,1600104548000
davos95781943,MazurikL,1604368425000
SethyScott,TimKennedyMMA,1600160933000
AlliedConVoices,WomenPatriots,1601578640000
amberglows,StatesPoll,1604037386000
dazyholly,IndySpanglish,1596395357000
srvrules,TomthunkitsMind,1601278842000
DanVForbes,ari_russian,1603593054000
LpPedigo,perfectsliders,1596838528000
NomadCovfefe,DanScavino,1604098110000
xdaisy_mae,subschneider,1601113627000
raymondafoss,KamalaHarris,1604376490000
TapRoomPolitics,MrAndyNgo,1603962229000
LaraPatriot,AdamMilstein,1604005001000
np_jr45,JackPosobiec,1603863833000
thewoman62,XArmandKleinX,1604331237000
A_Fehdurahlist,,1604348374000
Sparks80079110,TeamErinCruz,1600033420000
species_x,CBS_Herridge,1603162523000
MichaelJMally1,NikkiHaley,1603601138000
StamfordDems,,1599956981000
FatBanksy,,1601364439000
JonathanTill1,DannyBurgessFL,1598115849000
ui_CHHE,EntsocAmerica,1604367548000
3LWTV,,1603841297000
DonnaJo1002,JoyceWhiteVance,1601658595000
LowCountryCann1,daviddinenberg,1604016960000
THeinrich22,ConservaMomUSA,1604019366000
JasonCoombsCEO,,1596691295000
AndAmericaForA1,W7VOA,1604302055000
RedBeardLiberty,ShaineScalph,1603854230000
Schaumburgur,chicagosmayor,1603959367000
AmySchuknechtGA,DanScavino,1604337559000
Nikolo007,brianglenntv,1603666976000
ChuckMa10442409,rhowardbrowne,1602964539000
pegram58,LynnSharig8,1604373408000
CoreyTheTruth87,CoreyTheTruth87,1602964633000
ComfortSpeak,,1596398958000
Adrian33609,tedlieu,1598095026000
drjeffmbaxter,Mike_Pence,1602917070000
Casinocoder,VicToensing,1601417171000
Chefmt22,DrNealHouston,1603086271000
AllenJWilson,,1601093814000
Hoodyshit1981,WarRoomPandemic,1600202625000
DavidDRobbins,,1601573942000
eric_weinberger,,1603904651000
Cozy1950,mikedennison,1596835081000
queenelizaa,,1601446316000
Tracysnps,DHStokyo,1600372267000
DeniseJacob17,ouchinagirl,1602917981000
galiotti,,1598222274000
SethCL,,1602861352000
percetion,Sarah_Izzo5,1603596779000
fireboy869unwa1,SCVIndy,1601607544000
dchweb,,1604354472000
Debbie72569141,TimKennedyMMA,1600125132000
ShawnMSullivan2,GeorgiaLogCabin,1601778982000
KathrynForsyth4,SueScheff,1604078988000
LaEliCuna,,1600046055000
dondikeanukam,dondikeanukam,1601169770000
NM_Barbarian,Jorgensen4POTUS,1596750780000
MattBruno00,,1604320206000
nelz34026,TimKennedyMMA,1600128018000
HorrorH0und,Kelleyrose20,1604357655000
Jeffrey_Bailey1,Awaken_to_KAG,1604334577000
twitchyo2o2,BlackIrishI,1604335961000
VegasFilmCritic,,1602969422000
MiriamRoseMc,DanScavino,1604336430000
frankjcatanzaro,Koenig4MO,1601517745000
asheborn57,,1601693289000
nicolepagelee,AprilDRyan,1601687961000
joe_nuzz,StatesPoll,1603786413000
dgarcia2823,ScotLithVAian,1601779028000
jade25801418,tom_trotts,1604346775000
joannmw24,Reuters,1603597288000
GenzianaJust,perfectsliders,1600018499000
morganvctoriaaa,_marleebee,1601449348000
hollyshansen,TeamBettencourt,1603749379000
KateMThomp,VABVOX,1604099295000
dracarys,TimKennedyMMA,1600109212000
ozmox,,1603160812000
filafresh,filafresh,1601737023000
_asyan,ABC,1604374954000
MAnotGinger,ForzaCorrado,1600148594000
jlodge28,GraceLeeSunrise,1603755854000
JOLPOLitico,JOLPOLitico,1601678408000
AprilDRyan,,1602822547000
NisinCA,marykinva,1604094694000
sibeledmonds,sibeledmonds,1604369677000
Karl_E_B,TimKennedyMMA,1600115206000
JoeyReincarnat6,DanScavino,1604333653000
Deplorable4US,adjunctprofesor,1601449973000
st7v7ns,,1603137837000
VeryMaryPetty,DHStokyo,1602863118000
Eric_Frederick,,1603124078000
KatelynHarrop,hellokatepayne,1602873805000
HunterofRacks,IWV,1602912283000
Rixckydude,Jorgensen4POTUS,1596414905000
RoseIrvine1,DrNealHouston,1603689590000
KarenAm37109806,magahive,1602923669000
TigerMary4Trump,VA1Conservative,1600153286000
bmickhugh,TimKennedyMMA,1600117331000
NewsLinksNet,April14th1865,1601473259000
FromCalif,realDonaldTrump,1604113740000
CarolGa72053562,pastorlocke,1604376769000
organicannmom,SKYRIDER4538,1601593412000
CLopezReports,astoneabcnews,1604360789000
BeSeriousUSA,SuMoh7,1601409480000
basili_debra,TimKennedyMMA,1600101901000
eewart,,1601488793000
Jeprox2,,1600193348000
LabelValue,,1604370602000
MagnaGeek,KaelWeston,1601401314000
AlanTonelson,,1601445576000
BrandsenZack,JamieforOregon,1602829654000
shannybeeee,,1603778962000
ZenfinityDesign,ArmedPatriot45,1603664315000
stdyhngry_anon,AntonioArellano,1603845950000
brokechick101,WarRoomPandemic,1601408086000
FarlandLinda,JoeBiden,1604034239000
hilindahere,MayorMikeTaylor,1603117300000
Matt4VA,,1603584521000
littlegirl108,JewishVoice,1603683708000
TheSWPrincess,DHStokyo,1603135369000
mightymykey1,PeggyStuart,1600381836000
Debhneal,StatesPoll,1603526663000
GeoOilfield,SammiG0203,1603077884000
texasdicks,AprilDRyan,1602862150000
justinmoe1,MorhardtW,1604099460000
dardar1126,KrisB_Brown,1604097904000
todd_sntcareers,DanScavino,1604307352000
The_Book_Queen,BenWinslow,1604379355000
clawsons84,AP_Politics,1596660998000
eattransparent,,1603600227000
HayGianina,JudiGatson,1603766332000
GrandmaNixon,,1604332382000
DavidWalkerCLT,Politics_Polls,1603993433000
soaprookie,T21DDADFORBIDEN,1604311836000
LissaLove123,adjunctprofesor,1601454326000
JesseStokes813,JoeBiden,1603932368000
rivernest1800,RealMattLocke,1604379273000
MooseTruth,realTrumpForce,1604336740000
dj09876543,WarRoomPandemic,1600288985000
cdale1,mikandynothem,1604375455000
star_ravyn,JohnTitor33621,1604309269000
Dorothyshw,cognitivediss00,1604038800000
labanjohnson,,1604021708000
jhritzen,CBS_Herridge,1603002044000
sjbjgb2017,VicToensing,1600391382000
wootendw,Jorgensen4POTUS,1596393042000
MsDuranAHS,fairfaxvotes,1600102869000
space_panda13,,1603946586000
ShawnG927,ConservaMomUSA,1603865859000
KarenL516,MHayehudi,1597991347000
DDsModernLife,LibertyBritt,1604303396000
Call_Me_Coach,TimKennedyMMA,1600125211000
barneystoneage,oldhickory49,1603516993000
tjmac_teri,jen_rice_,1604360484000
_Jacquelyn2020,,1604376246000
BobEwoldt,,1602833562000
NeceHorn,perfectsliders,1600136313000
CatholicNewsSvc,thecompassnews,1603780020000
SmallBizResCafe,WA_Silenced_Maj,1602912868000
EReldeonk,DanScavino,1604378406000
lainierowell,turnerhj,1604307120000
kevinbruce,representus,1603911065000
VeroBalderasI,W7VOA,1603976778000
duve,,1602825302000
MariasMusings,MossILMedia,1602906814000
SandyBurrell7,KDN4utah_house,1596608130000
2020IOWAGIRL,DanScavino,1604310227000
SuMoh7,SuMoh7,1601106721000
BP_SportsTalk,,1604351125000
NomadCovfefe,DalyFocus,1604357680000
NotABot4Now,TimKennedyMMA,1600068808000
jenniferclmn,jenniferclmn,1604376332000
half_witt,iamwandasykes,1604357484000
CaroleAileen,D_Alex_connect,1599891948000
JodyWeitzman,LisaMirandoCNN,1601498923000
PositivityW,NativeGov,1603872974000
VzlansForTrump,AP,1603649214000
